id,scientific_name,common_name,issue,level,parts,notes,reason
AAA0789,Lupinus polyphyllus,Large-Leaved Lupine,unsupported_level,faint,flower,Subtle peppery scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0792,Lycoris squamigera,Surprise Lily,unsupported_level,faint,flower,Flowers very lightly sweet-scented.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0793,Lyonia lucida,Fetterbush Lyonia,unsupported_level,faint,flower,,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0793,Lyonia lucida,Fetterbush Lyonia,missing_notes,faint,flower,,Non-none fragrance should have notes for the card copy.
AAA0795,Maclura pomifera,Osage Orange,unsupported_level,faint,fruit,Fruit has mild citrus-like scent when cut.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0795,Maclura pomifera,Osage Orange,non_flower_fragrance_hidden,faint,fruit,Fruit has mild citrus-like scent when cut.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0796,Magnolia acuminata,Cucumber-Tree,unsupported_level,faint,flower,mild,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0801,Magnolia kobus,Kobus Magnolia,level_too_high_for_note,moderate,flower,"sweet, light",Fragrance note sounds weaker than the stored level.
AAA0802,Magnolia liliiflora,Lily Magnolia,level_too_high_for_note,moderate,flower,"fruity, light",Fragrance note sounds weaker than the stored level.
AAA0805,Magnolia stellata,Star Magnolia,level_too_high_for_note,moderate,flower,Sweet light floral scent.,Fragrance note sounds weaker than the stored level.
AAA0807,Magnolia x soulangeana,Chinese Magnolia,level_too_high_for_note,moderate,flower,Sweet light floral scent.,Fragrance note sounds weaker than the stored level.
AAA0809,Mahonia repens,Creeping Mahonia,unsupported_level,faint,flower,,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0809,Mahonia repens,Creeping Mahonia,missing_notes,faint,flower,,Non-none fragrance should have notes for the card copy.
AAA0812,Malus floribunda,Japanese Crab,unsupported_level,faint,flower,Light sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0813,Malva neglecta,Dwarf Mallow,unsupported_level,faint,flower,Flowers very lightly sweet-scented.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0818,Mangifera indica,Indian Mango,non_flower_fragrance_hidden,strong,fruit,"Complex tropical aroma from terpenes and esters, varying dramatically by cultivar.",Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0826,Medicago lupulina,Black Medick,unsupported_level,faint,flower,Flowers lightly honey-scented.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0828,Melaleuca citrina,Crimson Bottlebrush,non_flower_fragrance_hidden,moderate,leaf,Lemony eucalyptus scent from crushed foliage.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0829,Melampodium leucanthum,Blackfoot Daisy,level_too_high_for_note,moderate,flower,Light honey-like scent attracts pollinators.,Fragrance note sounds weaker than the stored level.
AAA0830,Melissa officinalis,Lemon Balm,non_flower_fragrance_hidden,strong,leaf,Fresh lemon-mint aroma from citral and citronellal.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0831,Mentha pulegium,Pennyroyal,non_flower_fragrance_hidden,strong,leaf,Strong peppermint-menthol aroma.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0832,Mentha requienii,Corsican Mint,non_flower_fragrance_hidden,strong,leaf,Intense peppermint aroma released when brushed or walked on.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0833,Mentha spicata,Spearmint,non_flower_fragrance_hidden,strong,leaf,Classic sweet spearmint aroma driven by carvone.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0834,Mentha suaveolens,Apple Mint,non_flower_fragrance_hidden,strong,leaf,Apple-mint to pineapple-mint aroma from crushed leaves.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0835,Mentha x piperita,Black Peppermint,non_flower_fragrance_hidden,strong,leaf,Intense cool menthol aroma from crushed leaves.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0837,Metasequoia glyptostroboides,Dawn Redwood,unsupported_level,faint,leaf,Light resinous scent when foliage is crushed.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0837,Metasequoia glyptostroboides,Dawn Redwood,non_flower_fragrance_hidden,faint,leaf,Light resinous scent when foliage is crushed.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0848,Monarda bradburiana,Eastern Beebalm,non_flower_fragrance_hidden,moderate,leaf,"minty, thyme-like",Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0850,Monarda clinopodia,White Bergamot,non_flower_fragrance_hidden,strong,leaf,Foliage strongly thyme- and oregano-scented when crushed.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0851,Monarda didyma,Scarlet Beebalm,non_flower_fragrance_hidden,strong,leaf,Oregano-bergamot aroma.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0852,Monarda fistulosa,Wild Bergamot,non_flower_fragrance_hidden,moderate,leaf,Aromatic thyme-bergamot scent from crushed foliage.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0854,Monarda punctata,Spotted Horsemint,non_flower_fragrance_hidden,strong,leaf,"thyme-like, oregano-like",Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0856,Monstera deliciosa,Swiss Cheese Plant,unsupported_level,faint,fruit,Ripe fruit carries a tropical pineapple-banana scent; foliage is not fragrant.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0856,Monstera deliciosa,Swiss Cheese Plant,non_flower_fragrance_hidden,faint,fruit,Ripe fruit carries a tropical pineapple-banana scent; foliage is not fragrant.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0859,Morus nigra,Black Mulberry,unsupported_level,faint,fruit,,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0859,Morus nigra,Black Mulberry,non_flower_fragrance_hidden,faint,fruit,,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0859,Morus nigra,Black Mulberry,missing_notes,faint,fruit,,Non-none fragrance should have notes for the card copy.
AAA0862,Musa acuminata,Cavendish Banana,non_flower_fragrance_hidden,moderate,fruit,Distinctive banana aroma dominated by isoamyl acetate ester.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0864,Muscari armeniacum,Garden Grape-Hyacinth,unsupported_level,faint,flower,"Flowers lightly sweet, reminiscent of grape jelly.",Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0865,Muscari botryoides,Common Grape Hyacinth,unsupported_level,faint,flower,Flowers lightly sweet-scented.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0866,Muscari latifolium,Broad-Leaved Grape-Hyacinth,unsupported_level,faint,flower,Flowers lightly sweet-scented.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0870,Myrrhis odorata,Sweet Cicely,non_flower_fragrance_hidden,strong,"leaf,seed,root",Sweet anise-myrrh aroma.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0872,Nandina domestica,Heavenly Bamboo,unsupported_level,faint,flower,Flowers lightly sweet-scented.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0873,Narcissus cyclamineus,Cyclamen-Flowered Daffodil,unsupported_level,faint,flower,mild,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0876,Narcissus pseudonarcissus,Wild Daffodil,unsupported_level,faint,flower,Light sweet scent in most wild forms; some cultivars significantly more fragrant.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0878,Narcissus triandrus,Angel's-Tears,unsupported_level,faint,flower,mild sweet,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0883,Nemesia strumosa,Cape-Jewels,unsupported_level,faint,flower,Light sweet fragrance in some cultivars.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0886,Nepeta cataria,Catnip,non_flower_fragrance_hidden,moderate,leaf,Mint-camphor aroma with distinctive feline-attractant compound.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0887,Nepeta racemosa,Eastern Cat-Mint,non_flower_fragrance_hidden,moderate,leaf,"minty, catnip-like",Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0888,Nepeta sibirica,Siberian Catmint,non_flower_fragrance_hidden,moderate,leaf,Minty-herbal scent when foliage is crushed; attracts cats.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0889,Nepeta x faassenii,Catmint,non_flower_fragrance_hidden,moderate,leaf,"minty, catnip-like",Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0894,Nicotiana mutabilis,Nicotiana mutabilis,unsupported_level,faint,flower,Very light evening scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0898,Nigella sativa,Nigella,unsupported_level,faint,seed,Seeds have a distinctive peppery oregano-like aroma.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0898,Nigella sativa,Nigella,non_flower_fragrance_hidden,faint,seed,Seeds have a distinctive peppery oregano-like aroma.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0899,Nymphaea alba,European White Waterlily,level_too_high_for_note,moderate,flower,"Light sweet scent, strongest in morning.",Fragrance note sounds weaker than the stored level.
AAA0901,Ocimum basilicum,Sweet Basil,non_flower_fragrance_hidden,strong,leaf,Iconic sweet-anise-clove aroma from leaves; central to Mediterranean and Southeast Asian cuisines.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0906,Oenothera lindheimeri,Clockweed,unsupported_level,faint,flower,Light delicate scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0907,Oenothera speciosa,Pink Evening Primrose,unsupported_level,faint,flower,Light sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0910,Oplopanax horridus,Devil's Club,unsupported_level,faint,leaf,Ginseng-like resinous scent when bruised.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0910,Oplopanax horridus,Devil's Club,non_flower_fragrance_hidden,faint,leaf,Ginseng-like resinous scent when bruised.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0914,Origanum vulgare,Oregano,non_flower_fragrance_hidden,strong,leaf,Pungent warm aroma of carvacrol and thymol.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0915,Orlaya grandiflora,Large-Flowered Orlaya,unsupported_level,faint,flower,mild herbaceous,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0928,Pachysandra terminalis,Japanese Pachysandra,unsupported_level,faint,flower,Faint sweet scent from flowers in early spring.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0931,Paeonia mlokosewitschii,Paeonia Daurica Subsp. Mlokosewitschii,unsupported_level,faint,flower,,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0931,Paeonia mlokosewitschii,Paeonia Daurica Subsp. Mlokosewitschii,missing_notes,faint,flower,,Non-none fragrance should have notes for the card copy.
AAA0936,Paeonia tenuifolia,Fern-Leaf Peony,unsupported_level,faint,flower,,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0936,Paeonia tenuifolia,Fern-Leaf Peony,missing_notes,faint,flower,,Non-none fragrance should have notes for the card copy.
AAA0940,Papaver nudicaule,Iceland Poppy,unsupported_level,faint,flower,Faint delicate scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0943,Papaver somniferum,Opium Poppy,unsupported_level,faint,flower,Very light sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0948,Passiflora caerulea,Bluecrown Passionflower,unsupported_level,faint,flower,Light sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0952,Pelargonium graveolens,Rose-Scented Geranium,non_flower_fragrance_hidden,strong,leaf,Intense rose-lemon scent released when leaves are touched; source of commercial geranium oil.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0953,Pelargonium peltatum,Ivy Geranium,unsupported_level,faint,leaf,Mild herbaceous scent from crushed leaves.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0953,Pelargonium peltatum,Ivy Geranium,non_flower_fragrance_hidden,faint,leaf,Mild herbaceous scent from crushed leaves.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0954,Pelargonium x hortorum,Zonal Geranium,non_flower_fragrance_hidden,moderate,leaf,Pungent musky-citrus scent from leaves when brushed; flowers faintly scented.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0973,Perilla frutescens,Beefsteak Plant,non_flower_fragrance_hidden,strong,leaf,Distinctive anise-cinnamon-basil aroma with citrus notes.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0974,Perovskia atriplicifolia,Swanleaf Clouding Sage,non_flower_fragrance_hidden,strong,"leaf,stem","Whole plant aromatic, sage-and-camphor scent when brushed.",Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0978,Petroselinum crispum,Garden Parsley,non_flower_fragrance_hidden,moderate,leaf,Fresh green herbal aroma.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA0980,Phacelia tanacetifolia,Lacy Phacelia,unsupported_level,faint,flower,Sweet honey fragrance attracts bees.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA0981,Phalaenopsis amabilis,Moth Orchid,unsupported_level,faint,flower,Species is nearly scentless; some hybrids have faint sweet fragrance.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1000,Phlox pilosa,Prairie Phlox,level_too_high_for_note,moderate,flower,Sweet light fragrance attracts butterflies.,Fragrance note sounds weaker than the stored level.
AAA1001,Phlox stolonifera,Creeping Phlox,unsupported_level,faint,flower,Mild sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1002,Phlox subulata,Moss Phlox,unsupported_level,faint,flower,Mild sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1003,Photinia x fraseri,Fraser's Photinia,unsupported_level,faint,flower,unpleasant musky,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1008,Physocarpus capitatus,Pacific Ninebark,unsupported_level,faint,flower,Flowers mildly honey-scented.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1009,Physocarpus opulifolius,Common Ninebark,unsupported_level,faint,flower,Flowers mildly honey-scented.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1010,Picea abies,Norway Spruce,non_flower_fragrance_hidden,moderate,"leaf,wood",Fresh resinous Christmas-tree scent.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1011,Picea engelmannii,Engelmann Spruce,non_flower_fragrance_hidden,moderate,"leaf,wood","Resinous spruce scent, somewhat pungent when crushed.",Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1012,Picea glauca,White Spruce,non_flower_fragrance_hidden,moderate,"leaf,wood","Resinous spruce scent when crushed, somewhat acrid.",Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1013,Picea omorika,Serbian Spruce,non_flower_fragrance_hidden,moderate,"leaf,wood",Sweet resinous spruce scent.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1014,Picea orientalis,Oriental Spruce,non_flower_fragrance_hidden,moderate,"leaf,wood",Resinous spruce scent.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1015,Pieris floribunda,Mountain Andromeda,unsupported_level,faint,flower,Mild sweet lily-of-the-valley-like scent to some noses.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1016,Pieris japonica,Japanese Andromeda,unsupported_level,faint,flower,Light sweet scent reminiscent of lily-of-the-valley.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1018,Pilosocereus pachycladus,Pilosocereus pachycladus,unsupported_level,faint,flower,Night-blooming flowers with subtle musky scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1019,Pimpinella anisum,Anise,non_flower_fragrance_hidden,strong,"leaf,seed",Sweet licorice-like anethole aroma.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1021,Pinus banksiana,Jack Pine,non_flower_fragrance_hidden,moderate,"leaf,wood",Sweet resinous pine scent.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1022,Pinus bungeana,Lacebark Pine,non_flower_fragrance_hidden,moderate,"leaf,wood",Resinous pine scent.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1023,Pinus densiflora,Japanese Red Pine,non_flower_fragrance_hidden,moderate,"leaf,wood",Sweet resinous pine scent.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1024,Pinus flexilis,Limber Pine,non_flower_fragrance_hidden,moderate,"leaf,wood",Sweet resinous pine scent.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1025,Pinus mugo,Mountain Pine,non_flower_fragrance_hidden,moderate,leaf,Resinous pine scent; essential oil from young needles is commercial.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1026,Pinus nigra,Black Pine,non_flower_fragrance_hidden,moderate,"leaf,wood",Resinous pine scent.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1027,Pinus parviflora,Japanese White Pine,non_flower_fragrance_hidden,moderate,"leaf,wood",Sweet resinous pine scent.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1028,Pinus ponderosa,Western Ponderosa Pine,non_flower_fragrance_hidden,moderate,"wood,leaf",Warm bark releases distinctive butterscotch-vanilla scent on sunny afternoons — a signature sensation of western US pine forests.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1029,Pinus radiata,Monterey Pine,non_flower_fragrance_hidden,moderate,"leaf,wood",Classic resinous pine fragrance from needles and cut wood.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1030,Pinus sylvestris,Scots Pine,non_flower_fragrance_hidden,moderate,"leaf,wood",Classic resinous pine scent.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1031,Pinus thunbergii,Japanese Black Pine,non_flower_fragrance_hidden,moderate,"leaf,wood",Strong resinous pine scent.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1032,Pinus torreyana,Torrey Pine,unsupported_level,faint,leaf,Mild pine resinous scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1032,Pinus torreyana,Torrey Pine,non_flower_fragrance_hidden,faint,leaf,Mild pine resinous scent.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1034,Pisum sativum,Common Pea,unsupported_level,faint,flower,"Mild sweet pea fragrance (stronger in sweet pea Lathyrus odoratus, an unrelated species).",Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1043,Platycladus orientalis,Chinese Arborvitae,non_flower_fragrance_hidden,moderate,leaf,Resinous cypress-thuja scent when crushed.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1044,Plectranthus argentatus,Silver Spurflower,unsupported_level,faint,leaf,Mild herbaceous scent from crushed leaves.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1044,Plectranthus argentatus,Silver Spurflower,non_flower_fragrance_hidden,faint,leaf,Mild herbaceous scent from crushed leaves.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1049,Podophyllum peltatum,Mayapple,unsupported_level,faint,flower,Flower has light musky-sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1051,Polygonatum biflorum,Solomon's Seal,unsupported_level,faint,flower,Light sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1056,Populus alba,White Poplar,unsupported_level,faint,leaf,Resinous balsam scent from spring leaf buds.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1056,Populus alba,White Poplar,non_flower_fragrance_hidden,faint,leaf,Resinous balsam scent from spring leaf buds.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1058,Populus tremuloides,Quaking Aspen,unsupported_level,faint,leaf,Resinous balsam scent from leaf buds in spring.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1058,Populus tremuloides,Quaking Aspen,non_flower_fragrance_hidden,faint,leaf,Resinous balsam scent from leaf buds in spring.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1066,Primula vulgaris,Primrose,unsupported_level,faint,flower,Delicate sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1068,Prunus campanulata,Taiwan Cherry,unsupported_level,faint,flower,mild,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1071,Prunus glandulosa,Flowering Almond,unsupported_level,faint,flower,mild almond,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1072,Prunus incisa,Fuji Cherry,unsupported_level,faint,flower,mild,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1076,Prunus sargentii,North Japanese Hill Cherry,unsupported_level,faint,flower,mild,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1077,Prunus serrulata,Japanese Cherry,unsupported_level,faint,flower,Flowers mildly sweet; some cultivars almond-scented.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1078,Prunus subhirtella,Higan Cherry,unsupported_level,faint,flower,mild,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1079,Prunus tomentosa,Nanking Cherry,unsupported_level,faint,flower,mild,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1080,Prunus triloba,Flowering Plum,unsupported_level,faint,flower,mild almond,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1081,Prunus x yedoensis,Korean Flowering Cherry,unsupported_level,faint,flower,Light almond-like scent from blossoms.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1085,Punica granatum,Pomegranate,unsupported_level,faint,flower,Mild sweet blossom scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1086,Pyracantha coccinea,Scarlet Firethorn,unsupported_level,faint,flower,Light somewhat musky scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1106,Ratibida columnifera,Upright Prairie Coneflower,unsupported_level,faint,flower,Anise-like scent when crushed.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1109,Rhamnus cathartica,Common Buckthorn,unsupported_level,faint,flower,Light sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1115,Rhododendron augustinii,Augustine's Rhododendron,unsupported_level,faint,flower,Very light sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1119,Rhododendron macrophyllum,Pacific Rhododendron,unsupported_level,faint,flower,,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1119,Rhododendron macrophyllum,Pacific Rhododendron,missing_notes,faint,flower,,Non-none fragrance should have notes for the card copy.
AAA1120,Rhododendron minus,Gorge Rhododendron,unsupported_level,faint,flower,Mild scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1121,Rhododendron ponticum,Pontic Rhododendron,unsupported_level,faint,flower,Light scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1122,Rhododendron schlippenbachii,Royal Azalea,unsupported_level,faint,flower,Mild sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1123,Rhododendron yakushimanum,Rhododendron Degronianum,unsupported_level,faint,flower,Mild sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1126,Ribes nigrum,Blackcurrant,non_flower_fragrance_hidden,moderate,"leaf,fruit",Distinctive pungent musky cassis aroma from leaves and fruit.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1127,Ribes rubrum,Red Currant,unsupported_level,faint,leaf,Subtle herbal aroma from crushed leaves.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1127,Ribes rubrum,Red Currant,non_flower_fragrance_hidden,faint,leaf,Subtle herbal aroma from crushed leaves.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1130,Robinia hispida,Bristly Locust,unsupported_level,faint,flower,mild sweet,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1131,Rodgersia aesculifolia,Chinese Rodgersia,unsupported_level,faint,flower,mild sweet,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1133,Rodgersia podophylla,Japanese Rodgersia,unsupported_level,faint,flower,Flowers lightly sweet-scented on warm days.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1134,Rodgersia sambucifolia,Rodgersia sambucifolia,unsupported_level,faint,flower,Flowers lightly sweet-scented.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1135,Romneya coulteri,Coulter's Matilija Poppy,unsupported_level,faint,flower,Delicate sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1143,Rosa 'Betty Boop',Betty Boop,level_too_high_for_note,moderate,flower,Light sweet apple scent.,Fragrance note sounds weaker than the stored level.
AAA1144,Rosa 'Blaze',Blaze,unsupported_level,faint,flower,Light scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1145,Rosa 'Bonica',Bonica,unsupported_level,faint,flower,Light scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1149,Rosa 'Carefree Wonder',Carefree Wonder,unsupported_level,faint,flower,Light scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1151,Rosa 'Cherish',Cherish,unsupported_level,faint,flower,Light tea scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1153,Rosa 'Cupcake',Cupcake,unsupported_level,faint,flower,Very light scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1154,Rosa 'Dainty Bess',Dainty Bess,level_too_high_for_note,moderate,flower,Light clove-and-rose scent.,Fragrance note sounds weaker than the stored level.
AAA1157,Rosa 'Double Knock Out',Double Knock Out,unsupported_level,faint,flower,Light scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1158,Rosa 'Drift Coral',Drift Coral,unsupported_level,faint,flower,Light scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1159,Rosa 'Drift Pink',Drift Pink,unsupported_level,faint,flower,Light scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1160,Rosa 'Drift Red',Drift Red,unsupported_level,faint,flower,Light scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1161,Rosa 'Easy Going',Easy Going,unsupported_level,faint,flower,Light fruity scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1162,Rosa 'Eden',Eden,level_too_high_for_note,moderate,flower,Light old-rose fragrance.,Fragrance note sounds weaker than the stored level.
AAA1163,Rosa 'Elina',Elina,level_too_high_for_note,moderate,flower,Light fresh tea scent.,Fragrance note sounds weaker than the stored level.
AAA1164,Rosa 'Europeana',Europeana,unsupported_level,faint,flower,Light scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1165,Rosa 'Flower Carpet Pink',Flower Carpet Pink,unsupported_level,faint,flower,Light scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
