priority,id,scientific_name,subject,current_level,results,source_statuses,recommendation,evidence,current_notes_en
P2,AAA0978,Petroselinum crispum,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/petroselinum-crispum/,Dietary use safe; avoid concentrated seed oil in pregnancy. Spring parsley (Cymopterus) is a different toxic plant.
P2,AAA1016,Pieris japonica,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/pieris-japonica/,"ASPCA lists Japanese pieris as toxic to dogs, cats, and horses."
P2,AAA1028,Pinus ponderosa,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/pinus-ponderosa/,Not listed by ASPCA for pets. Foliage causes cattle abortion (isocupressic acid) — livestock rather than pet concern.
P2,AAA1048,Podocarpus macrophyllus,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/podocarpus-macrophyllus/,Podocarpus is considered moderately toxic to pets; leaves and seeds should be kept away from chewing animals.
P2,AAA1049,Podophyllum peltatum,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/podophyllum-peltatum/,All parts except ripe yellow fruit are toxic. Chemotherapy drug parent compound.
P2,AAA1060,Portulaca oleracea,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/portulaca-oleracea/,Widely eaten as a leafy vegetable globally. High oxalate content means large regular consumption is inadvisable for kidney stone sufferers.
P2,AAA1066,Primula vulgaris,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/primula-vulgaris/,Common cause of occupational dermatitis in florists; Scandinavian countries track it as notifiable occupational allergy.
P2,AAA1067,Prunus avium,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/prunus-avium/,ASPCA lists Prunus as toxic to pets.
P2,AAA1069,Prunus cerasus,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/prunus-cerasus/,ASPCA lists Prunus as toxic to pets.
P2,AAA1070,Prunus domestica,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/prunus-domestica/,ASPCA lists Prunus as toxic to pets.
P2,AAA1071,Prunus glandulosa,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/prunus-glandulosa/,ASPCA lists all Prunus as toxic to pets.
P2,AAA1073,Prunus laurocerasus,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/prunus-laurocerasus/,ASPCA lists Prunus species as toxic to pets. Wilting leaves release more cyanide than fresh—hedge trimmings in livestock paddocks are a documented cause of horse and ruminant deaths.
P2,AAA1074,Prunus mume,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/prunus-mume/,"ASPCA lists Prunus species as toxic to dogs, cats, and horses — seeds, leaves, and stems contain cyanogenic glycosides."
P2,AAA1075,Prunus persica,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/prunus-persica/,"ASPCA lists Prunus persica as toxic to pets (stones, leaves, stems). Flesh safe."
P2,AAA1076,Prunus sargentii,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/prunus-sargentii/,ASPCA lists all Prunus as toxic to pets.
P2,AAA1077,Prunus serrulata,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/prunus-serrulata/,"ASPCA lists the genus Prunus as toxic to dogs, cats, and horses (stems, leaves, seeds contain cyanogenic glycosides). Flesh of cherry fruits generally safe."
P2,AAA1079,Prunus tomentosa,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/prunus-tomentosa/,ASPCA lists all Prunus as toxic. Fruit flesh edible and commonly eaten; avoid pits.
P2,AAA1081,Prunus x yedoensis,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/prunus-x-yedoensis/,"ASPCA lists Prunus genus as toxic; stems, leaves, and seeds contain cyanogenic glycosides."
P2,AAA1089,Quercus alba,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/quercus-alba/,ASPCA lists Quercus as toxic to pets.
P2,AAA1090,Quercus bicolor,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/quercus-bicolor/,ASPCA lists Quercus as toxic to pets. Acorns of white oak group less bitter than red oaks.
P2,AAA1091,Quercus coccinea,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/quercus-coccinea/,ASPCA lists Quercus as toxic to pets; acorns and young leaves contain highest tannin concentration.
P2,AAA1093,Quercus laurifolia,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/quercus-laurifolia/,All Quercus species contain tannins; livestock poisoning well documented.
P2,AAA1094,Quercus lobata,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/quercus-lobata/,"ASPCA lists oak acorns as toxic to dogs, cats, and horses."
P2,AAA1095,Quercus montana,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/quercus-montana/,ASPCA lists Quercus as toxic to pets.
P2,AAA1096,Quercus nigra,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/quercus-nigra/,Oak acorns and young leaves are toxic to livestock and pets.
P2,AAA1097,Quercus palustris,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/quercus-palustris/,ASPCA lists Quercus as toxic to pets.
P2,AAA1098,Quercus phellos,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/quercus-phellos/,ASPCA lists Quercus as toxic to pets.
P2,AAA1099,Quercus robur,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/quercus-robur/,"ASPCA lists Quercus as toxic to dogs, cats, horses; livestock tannin toxicity (""oak poisoning"") is well-documented."
P2,AAA1100,Quercus shumardii,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/quercus-shumardii/,ASPCA lists Quercus as toxic to pets.
P2,AAA1101,Quercus stellata,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/quercus-stellata/,Oak acorns and young leaves are toxic to livestock and pets.
P2,AAA1102,Ranunculus acris,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/ranunculus-acris/,"Fresh sap strongly irritating and can cause blistering. Drying destroys toxicity, so hay is safe."
P2,AAA1103,Ranunculus asiaticus,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/ranunculus-asiaticus/,"All Ranunculus species share this toxicity; drying neutralizes the active compound, which is why dried buttercup-family flowers are safe in arrangements."
P2,AAA1104,Ranunculus ficaria,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/ranunculus-ficaria/,Fresh plant contains irritant protoanemonin; drying destroys toxicity.
P2,AAA1114,Rhododendron arborescens,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/rhododendron-arborescens/,ASPCA toxic. All Rhododendron/Azalea severely toxic.
P2,AAA1116,Rhododendron austrinum,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/rhododendron-austrinum/,ASPCA-listed Rhododendron; all parts toxic including nectar and honey.
P2,AAA1117,Rhododendron canescens,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/rhododendron-canescens/,ASPCA-listed Rhododendron; all parts toxic including nectar and honey.
P2,AAA1118,Rhododendron catawbiense,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/rhododendron-catawbiense/,"ASPCA lists Rhododendron as toxic to dogs, cats, and horses."
P2,AAA1120,Rhododendron minus,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/rhododendron-minus/,ASPCA lists all Rhododendron as severely toxic.
P2,AAA1121,Rhododendron ponticum,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/rhododendron-ponticum/,"ASPCA lists Rhododendron as toxic to dogs, cats, and horses. All plant parts — including nectar and honey made from its nectar — contain grayanotoxins."
P2,AAA1122,Rhododendron schlippenbachii,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/rhododendron-schlippenbachii/,ASPCA toxic. All Rhododendron/Azalea severely toxic to pets and humans.
P2,AAA1123,Rhododendron yakushimanum,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/rhododendron-yakushimanum/,"ASPCA lists all Rhododendron as toxic to dogs, cats, horses, and humans. Even a few leaves can cause serious poisoning. 'Mad honey' disease results from honey made with rhododendron nectar."
P2,AAA1129,Ricinus communis,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/ricinus-communis/,ASPCA lists castor bean as extremely toxic — among the most dangerous ornamental plants in common cultivation. Not safe to grow where children or pets have access.
P2,AAA1130,Robinia hispida,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/robinia-hispida/,ASPCA lists Robinia as toxic; bark and seeds most concentrated. Fresh flowers sometimes fried in Europe.
P2,AAA1237,Rosa chinensis,cat,1,conflict_possible_overwarning; not_checked,non_toxic; no_signal,Review possible overwarning: source indicates non-toxic but YardMate level is above 0.,"ASPCA non_toxic (genus, conflict_possible_overwarning); NC State no_signal (not_checked)",Roses are non-toxic per ASPCA; the only hazard is mechanical from thorns.
P2,AAA1237,Rosa chinensis,dog,1,conflict_possible_overwarning; not_checked,non_toxic; no_signal,Review possible overwarning: source indicates non-toxic but YardMate level is above 0.,"ASPCA non_toxic (genus, conflict_possible_overwarning); NC State no_signal (not_checked)",Roses are non-toxic per ASPCA; the only hazard is mechanical from thorns.
P2,AAA1258,Rumex crispus,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/rumex-crispus/,Young leaves edible cooked; large quantities harmful due to oxalates.
P2,AAA1326,Senecio vulgaris,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/senecio-vulgaris/,Highly hepatotoxic from cumulative pyrrolizidine alkaloid exposure. Do not consume. Contaminated hay has killed livestock; keep away from horses and pets.
P2,AAA1339,Solanum carolinense,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/solanum-carolinense/,ASPCA lists Solanum as toxic to pets. Yellow berries have caused fatal child poisonings. Spines cause mechanical injury.
P2,AAA1341,Solanum lycopersicum,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/solanum-lycopersicum/,ASPCA lists Solanum lycopersicum as toxic to pets (foliage and green fruit).
P2,AAA1342,Solanum melongena,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/solanum-melongena/,Cooked ripe fruit is safe and widely consumed; foliage mildly toxic.
P2,AAA1343,Solanum nigrum,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/solanum-nigrum/,ASPCA lists Solanum as toxic to pets. Ripe fruit eaten in traditional cuisine worldwide but unripe berries and foliage are dangerous.
P2,AAA1344,Solanum tuberosum,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/solanum-tuberosum/,Cooked mature tubers safe; avoid green or sprouting potatoes.
P2,AAA1372,Strelitzia nicolai,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/strelitzia-nicolai/,Flowers and seeds are the toxic parts; leaves are not generally hazardous.
P2,AAA1373,Strelitzia reginae,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/strelitzia-reginae/,Flowers and seeds are the hazardous parts.
P2,AAA1384,Syngonium podophyllum,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/syngonium-podophyllum/,Typical mild aroid toxicity.
P2,AAA1391,Tanacetum parthenium,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/tanacetum-parthenium/,Human oral ulcers are a common side effect of fresh-leaf chewing; standardized extracts avoid this.
P2,AAA1393,Taxus baccata,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/taxus-baccata/,"ASPCA lists yew as extremely toxic to dogs, cats, and horses. Horses are especially vulnerable — small amounts of clippings can cause sudden death."
P2,AAA1394,Taxus cuspidata,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/taxus-cuspidata/,"ASPCA lists all Taxus species as toxic to dogs, cats, horses, and livestock. A small amount of needles or seeds can be fatal. Only the red aril (berry flesh) is non-toxic, but seeds inside are deadly. Emergency veterinary care required."
P2,AAA1395,Taxus x media,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/taxus-x-media/,"ASPCA toxic to dogs, cats, horses. All Taxus hybrids are deadly; horses are especially vulnerable to clippings in pasture."
P2,AAA1427,Toxicodendron diversilobum,cat,1,conflict_possible_overwarning; not_checked,non_toxic; no_match,Review possible overwarning: source indicates non-toxic but YardMate level is above 0.,"ASPCA non_toxic (genus, conflict_possible_overwarning); NC State no_match (not_checked)",Urushiol causes dermatitis in most humans. Never burn.
P2,AAA1427,Toxicodendron diversilobum,dog,1,conflict_possible_overwarning; not_checked,non_toxic; no_match,Review possible overwarning: source indicates non-toxic but YardMate level is above 0.,"ASPCA non_toxic (genus, conflict_possible_overwarning); NC State no_match (not_checked)",Urushiol causes dermatitis in most humans. Never burn.
P2,AAA1430,Tradescantia fluminensis,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/tradescantia-fluminensis/,Primarily a contact irritant; not internally toxic.
P2,AAA1438,Tropaeolum majus,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/tropaeolum-majus/,Not listed as toxic by ASPCA. Edible and widely used in culinary applications.
P2,AAA1445,Tulipa greigii,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/tulipa-greigii/,ASPCA lists all tulips as toxic.
P2,AAA1446,Tulipa kaufmanniana,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/tulipa-kaufmanniana/,ASPCA lists all tulips as toxic; bulbs contain highest concentration of tuliposides.
P2,AAA1503,Wisteria floribunda,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/wisteria-floribunda/,"ASPCA lists Wisteria as toxic to dogs, cats, horses."
P2,AAA1504,Wisteria sinensis,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/wisteria-sinensis/,"ASPCA lists Wisteria as toxic to dogs, cats, horses. Seeds and pods most toxic — keep away from children and pets."
P2,AAA1505,Xanthium strumarium,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/xanthium-strumarium/,Seedlings and seeds most toxic; livestock poisonings documented.
P2,AAA1511,Zantedeschia aethiopica,horse,,horse_toxic_source_only,toxic,"Consider note: NC State flags horse toxicity, but YardMate schema has no horse target.",NC State https://plants.ces.ncsu.edu/plants/zantedeschia-aethiopica/,ASPCA lists calla lily as toxic to dogs and cats — typical Araceae oxalate toxicity.
